-13.01045995,0.00091556
-12.93045995,0.00091556
-12.85045995,0.00091556
-12.77045995,0.00091556
-12.69045995,0.00091556
-12.61045995,0.00091556
-12.53045995,0.00091556
-12.45045996,0.00091556
-12.37045996,0.00091556
-12.29045996,0.00091556
-12.21045996,0.00091556
-12.13045996,0.00091556
-12.05045996,0.00091556
-11.97045996,0.00091556
-11.89045996,0.00091556
-11.81045996,0.00091556
-11.73045996,0.00091556
-11.65045996,0.00091556
-11.57045996,0.00091556
-11.49045996,0.00091556
-11.41045996,0.00091556
-11.33045996,0.00091556
-11.25045996,0.00091556
-11.17045996,0.00091556
-11.09045996,0.00091556
-11.01045996,0.00091556
-10.93045996,0.00091556
-10.85045997,0.00091556
-10.77045997,0.00091556
-10.69045997,0.00091556
-10.61045997,0.00091556
-10.53045997,0.00091556
-10.45045997,0.00091556
-10.37045997,0.00091556
-10.29045997,0.00091556
-10.21045997,0.00091556
-10.13045997,0.00091556
-10.05045997,0.00091556
-9.97045997,0.00091556
-9.89045997,0.00091556
-9.81045997,0.00091556
-9.73045997,0.00091556
-9.65045997,0.00091556
-9.57045997,0.00091556
-9.49045997,0.00091556
-9.41045997,0.00091556
-9.33045997,0.00091556
-9.25045997,0.00091556
-9.17045998,0.00091556
-9.09045998,0.00091556
-9.01045998,0.00091556
-8.93045998,0.00091556
-8.85045998,0.00091556
-8.77045998,0.00091556
-8.69045998,0.00091556
-8.61045998,0.00091556
-8.53045998,0.00091556
-8.45045998,0.00091556
-8.37045998,0.00091556
-8.29045998,0.00091556
-8.21045998,0.00091556
-8.13045998,0.00091556
-8.05045998,0.00091556
-7.97045998,0.00091556
-7.89045998,0.00091556
-7.81045998,0.00091556
-7.73045998,0.00091556
-7.65045998,0.00091556
-7.57045999,0.00091556
-7.49045999,0.00091556
-7.41045999,0.00091556
-7.33045999,0.00091556
-7.25045999,0.00091556
-7.17045999,0.00091556
-7.09045999,0.00091556
-7.01045999,0.00091556
-6.93045999,0.00091556
-6.85045999,0.00091556
-6.77045999,0.00091556
-6.69045999,0.00091556
-6.61045999,0.00091556
-6.53045999,0.00091556
-6.45045999,0.00091556
-6.37045999,0.00091556
-6.29045999,0.00091556
-6.21045999,0.00091556
-6.13045999,0.00091556
-6.05045999,0.00091556
-5.97045999,0.00091556
-5.89046000,0.00091556
-5.81046000,0.00091556
-5.73046000,0.00091556
-5.65046000,0.00091556
-5.57046000,0.00091556
-5.49046000,0.00091556
-5.41046000,0.00091556
-5.33046000,0.00091556
-5.25046000,0.00091556
-5.17046000,0.00091556
-5.09046000,0.00091556
-5.01046000,0.00091556
-4.93046000,0.00091556
-4.85046000,0.00091556
-4.77046000,0.00091556
-4.69046000,0.00091556
-4.61046000,0.00091556
-4.53046000,0.00091556
-4.45046000,0.00091556
-4.37046000,0.00091556
-4.29046001,0.00091556
-4.21046001,0.00091556
-4.13046001,0.00091556
-4.05046001,0.00091556
-3.97046001,0.00091556
-3.89046001,0.00091556
-3.81046001,0.00091556
-3.73046001,0.00091556
-3.65046001,0.00091556
-3.57046001,0.00091556
-3.49046001,0.00091556
-3.41046001,0.00091556
-3.33046001,0.00091556
